id	resistance	AMI	PAS	EMB	FLQ	INH	SM	RIF	ETH	PZA
Rv0184	no	no	no	no	no	no	no	no	no	no
Rv0185	no	no	no	no	no	no	no	no	no	no
Rv0186	no	no	no	no	no	no	no	no	no	no
Rv0188	no	no	no	no	no	no	no	no	no	no
Rv0189c	no	no	no	no	no	no	no	no	no	no
Rv0193c	no	no	no	no	no	no	no	no	no	no
Rv0195	no	no	no	no	no	no	no	no	no	no
Rv0197	no	no	no	no	no	no	no	no	no	no
Rv0198c	no	no	no	no	no	no	no	no	no	no
Rv0199	no	no	no	no	no	no	no	no	no	no
Rv0200	no	no	no	no	no	no	no	no	no	no
Rv0201c	no	no	no	no	no	no	no	no	no	no
Rv0204c	no	no	no	no	no	no	no	no	no	no
Rv0207c	no	no	no	no	no	no	no	no	no	no
Rv0209	no	no	no	no	no	no	no	no	no	no
Rv0210	no	no	no	no	no	no	no	no	no	no
Rv0211	no	no	no	no	no	no	no	no	no	no
Rv0212c	no	no	no	no	no	no	no	no	no	no
Rv0213c	no	no	no	no	no	no	no	no	no	no
Rv0215c	no	no	no	no	no	no	no	no	no	no
Rv0216	no	no	no	no	no	no	no	no	no	no
Rv0218	no	no	no	no	no	no	no	no	no	no
Rv0219	no	no	no	no	no	no	no	no	no	no
Rv0221	no	no	no	no	no	no	no	no	no	no
Rv0222	no	no	no	no	no	no	no	no	no	no
Rv0223c	no	no	no	no	no	no	no	no	no	no
Rv0226c	no	no	no	no	no	no	no	no	no	no
Rv0227c	no	no	no	no	no	no	no	no	no	no
Rv0228	no	no	no	no	no	no	no	no	no	no
Rv0231	no	no	no	no	no	no	no	no	no	no
Rv0232	no	no	no	no	no	no	no	no	no	no
Rv0235c	no	no	no	no	no	no	no	no	no	no
Rv0236c	no	no	no	no	no	no	no	no	no	no
Rv0237	no	no	no	no	no	no	no	no	no	no
Rv0238	no	no	no	no	no	no	no	no	no	no
Rv0241c	no	no	no	no	no	no	no	no	no	no
Rv0242c	no	no	no	no	no	no	no	no	no	no
Rv0243	no	no	no	no	no	no	no	no	no	no
Rv0249c	no	no	no	no	no	no	no	no	no	no
Rv0252	no	no	no	no	no	no	no	no	no	no
Rv0253	no	no	no	no	no	no	no	no	no	no
Rv0254c	no	no	no	no	no	no	no	no	no	no
Rv0255c	no	no	no	no	no	no	no	no	no	no
Rv0257	no	no	no	no	no	no	no	no	no	no
Rv0258c	no	no	no	no	no	no	no	no	no	no
Rv0259c	no	no	no	no	no	no	no	no	no	no
Rv0260c	no	no	no	no	no	no	no	no	no	no
Rv0261c	no	no	no	no	no	no	no	no	no	no
Rv0263c	no	no	no	no	no	no	no	no	no	no
Rv0264c	no	no	no	no	no	no	no	no	no	no
Rv0265c	no	no	no	no	no	no	no	no	no	no
Rv0266c	no	no	no	no	no	no	no	no	no	no
Rv0268c	no	no	no	no	no	no	no	no	no	no
Rv0272c	no	no	no	no	no	no	no	no	no	no
Rv0273c	no	no	no	no	no	no	no	no	no	no
Rv0274	no	no	no	no	no	no	no	no	no	no
Rv0275c	no	no	no	no	no	no	no	no	no	no
Rv0282	no	no	no	no	no	no	no	no	no	no
Rv0283	no	no	no	no	no	no	no	no	no	no
Rv0284	no	no	no	no	no	no	no	no	no	no
Rv0286	no	no	no	no	no	no	no	no	no	no
Rv0287	no	no	no	no	no	no	no	no	no	no
Rv0288	no	no	no	no	no	no	no	no	no	no
Rv0289	no	no	no	no	no	no	no	no	no	no
Rv0290	no	no	no	no	no	no	no	no	no	no
Rv0291	no	no	no	no	no	no	no	no	no	no
Rv0292	no	no	no	no	no	no	no	no	no	no
Rv0295c	no	no	no	no	no	no	no	no	no	no
Rv0296c	no	no	no	no	no	no	no	no	no	no
Rv0302	no	no	no	no	no	no	no	no	no	no
Rv0303	no	no	no	no	no	no	no	no	no	no
Rv0306	no	no	no	no	no	no	no	no	no	no
Rv0307c	no	no	no	no	no	no	no	no	no	no
Rv0308	no	no	no	no	no	no	no	no	no	no
Rv0309	no	no	no	no	no	no	no	no	no	no
Rv0310c	no	no	no	no	no	no	no	no	no	no
Rv0311	no	no	no	no	no	no	no	no	no	no
Rv0312	no	no	no	no	no	no	no	no	no	no
Rv0314c	no	no	no	no	no	no	no	no	no	no
Rv0315	no	no	no	no	no	no	no	no	no	no
Rv0316	no	no	no	no	no	no	no	no	no	no
Rv0317c	no	no	no	no	no	no	no	no	no	no
Rv0318c	no	no	no	no	no	no	no	no	no	no
Rv0320	no	no	no	no	no	no	no	no	no	no
Rv0321	no	no	no	no	no	no	no	no	no	no
Rv0322	no	no	no	no	no	no	no	no	no	no
Rv0324	no	no	no	no	no	no	no	no	no	no
Rv0325	no	no	no	no	no	no	no	no	no	no
Rv0326	no	no	no	no	no	no	no	no	no	no
Rv0328	no	no	no	no	no	no	no	no	no	no
Rv0329c	no	no	no	no	no	no	no	no	no	no
Rv0330c	no	no	no	no	no	no	no	no	no	no
Rv0331	no	no	no	no	no	no	no	no	no	no
Rv0332	no	no	no	no	no	no	no	no	no	no
Rv0333	no	no	no	no	no	no	no	no	no	no
Rv0334	no	no	no	no	no	no	no	no	no	no
Rv0337c	no	no	no	no	no	no	no	no	no	no
Rv0338c	no	no	no	no	no	no	no	no	no	no
Rv0339c	no	no	no	no	no	no	no	no	no	no
Rv0340	yes	no	no	yes	no	yes	no	no	no	no
Rv0344c	no	no	no	no	no	no	no	no	no	no
Rv0345	no	no	no	no	no	no	no	no	no	no
Rv0347	no	no	no	no	no	no	no	no	no	no
Rv0348	no	no	no	no	no	no	no	no	no	no
Rv0349	no	no	no	no	no	no	no	no	no	no
Rv0350	no	no	no	no	no	no	no	no	no	no
Rv0353	no	no	no	no	no	no	no	no	no	no
Rv0356c	no	no	no	no	no	no	no	no	no	no
Rv0357c	no	no	no	no	no	no	no	no	no	no
Rv0358	no	no	no	no	no	no	no	no	no	no
Rv0360c	no	no	no	no	no	no	no	no	no	no
Rv0361	no	no	no	no	no	no	no	no	no	no
Rv0362	no	no	no	no	no	no	no	no	no	no
Rv0363c	no	no	no	no	no	no	no	no	no	no
Rv0365c	no	no	no	no	no	no	no	no	no	no
Rv0366c	no	no	no	no	no	no	no	no	no	no
Rv0367c	no	no	no	no	no	no	no	no	no	no
Rv0368c	no	no	no	no	no	no	no	no	no	no
Rv0369c	no	no	no	no	no	no	no	no	no	no
Rv0370c	no	no	no	no	no	no	no	no	no	no
Rv0371c	no	no	no	no	no	no	no	no	no	no
Rv0372c	no	no	no	no	no	no	no	no	no	no
Rv0373c	no	no	no	no	no	no	no	no	no	no
Rv0374c	no	no	no	no	no	no	no	no	no	no
Rv0375c	no	no	no	no	no	no	no	no	no	no
Rv0376c	no	no	no	no	no	no	no	no	no	no
Rv0378	no	no	no	no	no	no	no	no	no	no
Rv0380c	no	no	no	no	no	no	no	no	no	no
Rv0381c	no	no	no	no	no	no	no	no	no	no
Rv0382c	no	no	no	no	no	no	no	no	no	no
Rv0383c	no	no	no	no	no	no	no	no	no	no
Rv0385	no	no	no	no	no	no	no	no	no	no
Rv0387c	no	no	no	no	no	no	no	no	no	no
Rv0388c	no	no	no	no	no	no	no	no	no	no
Rv0389	no	no	no	no	no	no	no	no	no	no
Rv0390	no	no	no	no	no	no	no	no	no	no
Rv0392c	no	no	no	no	no	no	no	no	no	no
Rv0394c	no	no	no	no	no	no	no	no	no	no
Rv0395	no	no	no	no	no	no	no	no	no	no
Rv0396	no	no	no	no	no	no	no	no	no	no
Rv0397A	no	no	no	no	no	no	no	no	no	no
Rv0398c	no	no	no	no	no	no	no	no	no	no
Rv0399c	no	no	no	no	no	no	no	no	no	no
Rv0401	no	no	no	no	no	no	no	no	no	no
Rv0406c	no	no	no	no	no	no	no	no	no	no
Rv0408	no	no	no	no	no	no	no	no	no	no
Rv0409	no	no	no	no	no	no	no	no	no	no
Rv0410c	no	no	no	no	no	no	no	no	no	no
Rv0411c	no	no	no	no	no	no	no	no	no	no
Rv0412c	no	no	no	no	no	no	no	no	no	no
Rv0414c	no	no	no	no	no	no	no	no	no	no
Rv0415	no	no	no	no	no	no	no	no	no	no
Rv0416	no	no	no	no	no	no	no	no	no	no
Rv0417	no	no	no	no	no	no	no	no	no	no
Rv0418	no	no	no	no	no	no	no	no	no	no
Rv0419	no	no	no	no	no	no	no	no	no	no
Rv0420c	no	no	no	no	no	no	no	no	no	no
Rv0421c	no	no	no	no	no	no	no	no	no	no
Rv0422c	no	no	no	no	no	no	no	no	no	no
Rv0424c	no	no	no	no	no	no	no	no	no	no
Rv0426c	no	no	no	no	no	no	no	no	no	no
Rv0427c	no	no	no	no	no	no	no	no	no	no
Rv0428c	no	no	no	no	no	no	no	no	no	no
Rv0430	no	no	no	no	no	no	no	no	no	no
Rv0431	no	no	no	no	no	no	no	no	no	no
Rv0434	no	no	no	no	no	no	no	no	no	no
Rv0436c	no	no	no	no	no	no	no	no	no	no
Rv0437c	no	no	no	no	no	no	no	no	no	no
Rv0438c	no	no	no	no	no	no	no	no	no	no
Rv0443	no	no	no	no	no	no	no	no	no	no
Rv0446c	no	no	no	no	no	no	no	no	no	no
Rv0448c	no	no	no	no	no	no	no	no	no	no
Rv0449c	no	no	no	no	no	no	no	no	no	no
Rv0452	no	no	no	no	no	no	no	no	no	no
Rv0453	no	no	no	no	no	no	no	no	no	no
Rv0454	no	no	no	no	no	no	no	no	no	no
Rv0455c	no	no	no	no	no	no	no	no	no	no
Rv0456c	no	no	no	no	no	no	no	no	no	no
Rv0457c	no	no	no	no	no	no	no	no	no	no
Rv0458	no	no	no	no	no	no	no	no	no	no
Rv0459	no	no	no	no	no	no	no	no	no	no
Rv0460	no	no	no	no	no	no	no	no	no	no
Rv0461	no	no	no	no	no	no	no	no	no	no
Rv0462	no	no	no	no	no	no	no	no	no	no
Rv0463	no	no	no	no	no	no	no	no	no	no
Rv0464c	no	no	no	no	no	no	no	no	no	no
Rv0467	no	no	no	no	no	no	no	no	no	no
Rv0468	no	no	no	no	no	no	no	no	no	no
Rv0470A	no	no	no	no	no	no	no	no	no	no
Rv0470c	no	no	no	no	no	no	no	no	no	no
Rv0471c	no	no	no	no	no	no	no	no	no	no
Rv0473	no	no	no	no	no	no	no	no	no	no
Rv0475	no	no	no	no	no	no	no	no	no	no
Rv0478	no	no	no	no	no	no	no	no	no	no
Rv0482	no	no	no	no	no	no	no	no	no	no
Rv0486	no	no	no	no	no	no	no	no	no	no
Rv0489	no	no	no	no	no	no	no	no	no	no
Rv0492A	no	no	no	no	no	no	no	no	no	no
Rv0500	no	no	no	no	no	no	no	no	no	no
Rv0510	no	no	no	no	no	no	no	no	no	no
Rv0511	no	no	no	no	no	no	no	no	no	no
Rv0512	no	no	no	no	no	no	no	no	no	no
Rv0513	no	no	no	no	no	no	no	no	no	no
Rv0514	no	no	no	no	no	no	no	no	no	no
Rv0516c	no	no	no	no	no	no	no	no	no	no
Rv0517	no	no	no	no	no	no	no	no	no	no
Rv0518	no	no	no	no	no	no	no	no	no	no
Rv0519c	no	no	no	no	no	no	no	no	no	no
Rv0520	no	no	no	no	no	no	no	no	no	no
Rv0521	no	no	no	no	no	no	no	no	no	no
Rv0523c	no	no	no	no	no	no	no	no	no	no
Rv0524	no	no	no	no	no	no	no	no	no	no
Rv0526	no	no	no	no	no	no	no	no	no	no
Rv0527	no	no	no	no	no	no	no	no	no	no
Rv0528	no	no	no	no	no	no	no	no	no	no
Rv0529	no	no	no	no	no	no	no	no	no	no
Rv0530A	no	no	no	no	no	no	no	no	no	no
Rv0531	no	no	no	no	no	no	no	no	no	no
Rv0534c	no	no	no	no	no	no	no	no	no	no
Rv0535	no	no	no	no	no	no	no	no	no	no
Rv0537c	no	no	no	no	no	no	no	no	no	no
Rv0538	no	no	no	no	no	no	no	no	no	no
Rv0540	no	no	no	no	no	no	no	no	no	no
Rv0541c	no	no	no	no	no	no	no	no	no	no
Rv0543c	no	no	no	no	no	no	no	no	no	no
Rv0544c	no	no	no	no	no	no	no	no	no	no
Rv0546c	no	no	no	no	no	no	no	no	no	no
Rv0548c	no	no	no	no	no	no	no	no	no	no
Rv0552	no	no	no	no	no	no	no	no	no	no
Rv0553	no	no	no	no	no	no	no	no	no	no
Rv0555	no	no	no	no	no	no	no	no	no	no
Rv0556	no	no	no	no	no	no	no	no	no	no
Rv0558	no	no	no	no	no	no	no	no	no	no
Rv0562	no	no	no	no	no	no	no	no	no	no
Rv0567	no	no	no	no	no	no	no	no	no	no
Rv0573c	no	no	no	no	no	no	no	no	no	no
Rv0579	no	no	no	no	no	no	no	no	no	no
Rv0580c	no	no	no	no	no	no	no	no	no	no
Rv0583c	no	no	no	no	no	no	no	no	no	no
Rv0585c	no	no	no	no	no	no	no	no	no	no
Rv0587	no	no	no	no	no	no	no	no	no	no
Rv0588	no	no	no	no	no	no	no	no	no	no
Rv0589	no	no	no	no	no	no	no	no	no	no
Rv0590	no	no	no	no	no	no	no	no	no	no
Rv0590a	no	no	no	no	no	no	no	no	no	no
Rv0591	no	no	no	no	no	no	no	no	no	no
Rv0592	no	no	no	no	no	no	no	no	no	no
Rv0593	no	no	no	no	no	no	no	no	no	no
Rv0594	no	no	no	no	no	no	no	no	no	no
Rv0603	no	no	no	no	no	no	no	no	no	no
Rv0604	no	no	no	no	no	no	no	no	no	no
Rv0606	no	no	no	no	no	no	no	no	no	no
Rv0607	no	no	no	no	no	no	no	no	no	no
Rv0609A	no	no	no	no	no	no	no	no	no	no
Rv0610c	no	no	no	no	no	no	no	no	no	no
Rv0611c	no	no	no	no	no	no	no	no	no	no
Rv0612	no	no	no	no	no	no	no	no	no	no
Rv0613c	no	no	no	no	no	no	no	no	no	no
Rv0614	no	no	no	no	no	no	no	no	no	no
Rv0615	no	no	no	no	no	no	no	no	no	no
Rv0618	no	no	no	no	no	no	no	no	no	no
Rv0619	no	no	no	no	no	no	no	no	no	no
Rv0620	no	no	no	no	no	no	no	no	no	no
Rv0621	no	no	no	no	no	no	no	no	no	no
Rv0622	no	no	no	no	no	no	no	no	no	no
Rv0632c	no	no	no	no	no	no	no	no	no	no
Rv0633c	no	no	no	no	no	no	no	no	no	no
Rv0636	no	no	no	no	no	no	no	no	no	no
Rv0644c	no	no	no	no	no	no	no	no	no	no
Rv0648	no	no	no	no	no	no	no	no	no	no
Rv0649	no	no	no	no	no	no	no	no	no	no
Rv0650	no	no	no	no	no	no	no	no	no	no
Rv0653c	no	no	no	no	no	no	no	no	no	no
Rv0658c	no	no	no	no	no	no	no	no	no	no
Rv0663	no	no	no	no	no	no	no	no	no	no
Rv0666	no	no	no	no	no	no	no	no	no	no
Rv0671	no	no	no	no	no	no	no	no	no	no
Rv0673	no	no	no	no	no	no	no	no	no	no
Rv0674	no	no	no	no	no	no	no	no	no	no
Rv0675	no	no	no	no	no	no	no	no	no	no
Rv0679c	no	no	no	no	no	no	no	no	no	no
Rv0680c	no	no	no	no	no	no	no	no	no	no
Rv0681	no	no	no	no	no	no	no	no	no	no
Rv0686	no	no	no	no	no	no	no	no	no	no
Rv0688	no	no	no	no	no	no	no	no	no	no
Rv0689c	no	no	no	no	no	no	no	no	no	no
Rv0690c	no	no	no	no	no	no	no	no	no	no
Rv0698	no	no	no	no	no	no	no	no	no	no
Rv0699	no	no	no	no	no	no	no	no	no	no
Rv0711	no	no	no	no	no	no	no	no	no	no
Rv0713	no	no	no	no	no	no	no	no	no	no
Rv0724	no	no	no	no	no	no	no	no	no	no
Rv0727c	no	no	no	no	no	no	no	no	no	no
Rv0728c	no	no	no	no	no	no	no	no	no	no
Rv0729	no	no	no	no	no	no	no	no	no	no
Rv0730	no	no	no	no	no	no	no	no	no	no
Rv0737	no	no	no	no	no	no	no	no	no	no
Rv0741	no	no	no	no	no	no	no	no	no	no
Rv0743c	no	no	no	no	no	no	no	no	no	no
Rv0744c	no	no	no	no	no	no	no	no	no	no
Rv0745	no	no	no	no	no	no	no	no	no	no
Rv0749A	no	no	no	no	no	no	no	no	no	no
Rv0751c	no	no	no	no	no	no	no	no	no	no
Rv0753c	no	no	no	no	no	no	no	no	no	no
Rv0756c	no	no	no	no	no	no	no	no	no	no
Rv0757	no	no	no	no	no	no	no	no	no	no
Rv0758	no	no	no	no	no	no	no	no	no	no
Rv0760c	no	no	no	no	no	no	no	no	no	no
Rv0761c	no	no	no	no	no	no	no	no	no	no
Rv0762c	no	no	no	no	no	no	no	no	no	no
Rv0763c	no	no	no	no	no	no	no	no	no	no
Rv0764c	no	no	no	no	no	no	no	no	no	no
Rv0768	no	no	no	no	no	no	no	no	no	no
Rv0771	no	no	no	no	no	no	no	no	no	no
Rv0772	no	no	no	no	no	no	no	no	no	no
Rv0773c	no	no	no	no	no	no	no	no	no	no
Rv0774c	no	no	no	no	no	no	no	no	no	no
Rv0775	no	no	no	no	no	no	no	no	no	no
Rv0776c	no	no	no	no	no	no	no	no	no	no
Rv0777	no	no	no	no	no	no	no	no	no	no
Rv0778	no	no	no	no	no	no	no	no	no	no
Rv0779c	no	no	no	no	no	no	no	no	no	no
Rv0780	no	no	no	no	no	no	no	no	no	no
Rv0781	no	no	no	no	no	no	no	no	no	no
Rv0782	no	no	no	no	no	no	no	no	no	no
Rv0784	no	no	no	no	no	no	no	no	no	no
Rv0786c	no	no	no	no	no	no	no	no	no	no
Rv0787	no	no	no	no	no	no	no	no	no	no
Rv0787A	no	no	no	no	no	no	no	no	no	no
Rv0788	no	no	no	no	no	no	no	no	no	no
Rv0789c	no	no	no	no	no	no	no	no	no	no
Rv0790c	no	no	no	no	no	no	no	no	no	no
Rv0792c	no	no	no	no	no	no	no	no	no	no
Rv0795	no	no	no	no	no	no	no	no	no	no
Rv0796	no	no	no	no	no	no	no	no	no	no
Rv0797	no	no	no	no	no	no	no	no	no	no
Rv0798c	no	no	no	no	no	no	no	no	no	no
Rv0799c	no	no	no	no	no	no	no	no	no	no
Rv0800	no	no	no	no	no	no	no	no	no	no
Rv0801	no	no	no	no	no	no	no	no	no	no
Rv0803	no	no	no	no	no	no	no	no	no	no
Rv0804	no	no	no	no	no	no	no	no	no	no
Rv0807	no	no	no	no	no	no	no	no	no	no
Rv0808	no	no	no	no	no	no	no	no	no	no
Rv0809	no	no	no	no	no	no	no	no	no	no
Rv0810c	no	no	no	no	no	no	no	no	no	no
Rv0811c	no	no	no	no	no	no	no	no	no	no
Rv0812	no	no	no	no	no	no	no	no	no	no
Rv0815c	no	no	no	no	no	no	no	no	no	no
Rv0817c	no	no	no	no	no	no	no	no	no	no
Rv0819	no	no	no	no	no	no	no	no	no	no
Rv0822c	no	no	no	no	no	no	no	no	no	no
Rv0825c	no	no	no	no	no	no	no	no	no	no
Rv0826	no	no	no	no	no	no	no	no	no	no
Rv0828c	no	no	no	no	no	no	no	no	no	no
Rv0829	no	no	no	no	no	no	no	no	no	no
Rv0831c	no	no	no	no	no	no	no	no	no	no
Rv0835	no	no	no	no	no	no	no	no	no	no
Rv0836c	no	no	no	no	no	no	no	no	no	no
Rv0837c	no	no	no	no	no	no	no	no	no	no
Rv0838	no	no	no	no	no	no	no	no	no	no
Rv0839	no	no	no	no	no	no	no	no	no	no
Rv0840c	no	no	no	no	no	no	no	no	no	no
Rv0841	no	no	no	no	no	no	no	no	no	no
Rv0842	no	no	no	no	no	no	no	no	no	no
Rv0848	no	no	no	no	no	no	no	no	no	no
Rv0850	no	no	no	no	no	no	no	no	no	no
Rv0852	no	no	no	no	no	no	no	no	no	no
Rv0854	no	no	no	no	no	no	no	no	no	no
Rv0856	no	no	no	no	no	no	no	no	no	no
Rv0857	no	no	no	no	no	no	no	no	no	no
Rv0858c	no	no	no	no	no	no	no	no	no	no
Rv0859	no	no	no	no	no	no	no	no	no	no
Rv0860	no	no	no	no	no	no	no	no	no	no
Rv0861c	no	no	no	no	no	no	no	no	no	no
Rv0862c	no	no	no	no	no	no	no	no	no	no
Rv0863	no	no	no	no	no	no	no	no	no	no
Rv0865	no	no	no	no	no	no	no	no	no	no
Rv0868c	no	no	no	no	no	no	no	no	no	no
Rv0869c	no	no	no	no	no	no	no	no	no	no
Rv0870c	no	no	no	no	no	no	no	no	no	no
Rv0884c	no	no	no	no	no	no	no	no	no	no
Rv0889c	no	no	no	no	no	no	no	no	no	no
Rv0895	no	no	no	no	no	no	no	no	no	no
Rv0896	no	no	no	no	no	no	no	no	no	no
Rv0904c	no	no	no	no	no	no	no	no	no	no
Rv0905	no	no	no	no	no	no	no	no	no	no
Rv0907	no	no	no	no	no	no	no	no	no	no
Rv0912	no	no	no	no	no	no	no	no	no	no
Rv0914c	no	no	no	no	no	no	no	no	no	no
Rv0918	no	no	no	no	no	no	no	no	no	no
Rv0919	no	no	no	no	no	no	no	no	no	no
Rv0923c	no	no	no	no	no	no	no	no	no	no
Rv0925c	no	no	no	no	no	no	no	no	no	no
Rv0926c	no	no	no	no	no	no	no	no	no	no
Rv0931c	no	no	no	no	no	no	no	no	no	no
Rv0939	no	no	no	no	no	no	no	no	no	no
Rv0941c	no	no	no	no	no	no	no	no	no	no
Rv0944	no	no	no	no	no	no	no	no	no	no
Rv0948c	no	no	no	no	no	no	no	no	no	no
Rv0950c	no	no	no	no	no	no	no	no	no	no
Rv0951	no	no	no	no	no	no	no	no	no	no
Rv0952	no	no	no	no	no	no	no	no	no	no
Rv0957	no	no	no	no	no	no	no	no	no	no
Rv0958	no	no	no	no	no	no	no	no	no	no
Rv0971c	no	no	no	no	no	no	no	no	no	no
Rv0973c	no	no	no	no	no	no	no	no	no	no
Rv0974c	no	no	no	no	no	no	no	no	no	no
Rv0976c	no	no	no	no	no	no	no	no	no	no
Rv0979c	no	no	no	no	no	no	no	no	no	no
Rv0983	no	no	no	no	no	no	no	no	no	no
Rv0984	no	no	no	no	no	no	no	no	no	no
Rv0987	no	no	no	no	no	no	no	no	no	no
Rv0988	no	no	no	no	no	no	no	no	no	no
Rv0990c	no	no	no	no	no	no	no	no	no	no
Rv0991c	no	no	no	no	no	no	no	no	no	no
Rv0992c	no	no	no	no	no	no	no	no	no	no
Rv0993	no	no	no	no	no	no	no	no	no	no
Rv0995	no	no	no	no	no	no	no	no	no	no
Rv0996	no	no	no	no	no	no	no	no	no	no
Rv0997	no	no	no	no	no	no	no	no	no	no
Rv0997a	no	no	no	no	no	no	no	no	no	no
Rv0999	no	no	no	no	no	no	no	no	no	no
Rv1000c	no	no	no	no	no	no	no	no	no	no
Rv1004c	no	no	no	no	no	no	no	no	no	no
Rv1006	no	no	no	no	no	no	no	no	no	no
Rv1007c	no	no	no	no	no	no	no	no	no	no
Rv1008	no	no	no	no	no	no	no	no	no	no
Rv1011	no	no	no	no	no	no	no	no	no	no
Rv1012	no	no	no	no	no	no	no	no	no	no
Rv1014c	no	no	no	no	no	no	no	no	no	no
Rv1018c	no	no	no	no	no	no	no	no	no	no
Rv1019	no	no	no	no	no	no	no	no	no	no
Rv1022	no	no	no	no	no	no	no	no	no	no
Rv1024	no	no	no	no	no	no	no	no	no	no
Rv1025	no	no	no	no	no	no	no	no	no	no
Rv1028A	no	no	no	no	no	no	no	no	no	no
Rv1034c	no	no	no	no	no	no	no	no	no	no
Rv1035c	no	no	no	no	no	no	no	no	no	no
Rv1036c	no	no	no	no	no	no	no	no	no	no
Rv1037c	no	no	no	no	no	no	no	no	no	no
Rv1041c	no	no	no	no	no	no	no	no	no	no
Rv1042c	no	no	no	no	no	no	no	no	no	no
Rv1043c	no	no	no	no	no	no	no	no	no	no
Rv1044	no	no	no	no	no	no	no	no	no	no
Rv1045	no	no	no	no	no	no	no	no	no	no
Rv1046c	no	no	no	no	no	no	no	no	no	no
Rv1048c	no	no	no	no	no	no	no	no	no	no
Rv1049	no	no	no	no	no	no	no	no	no	no
Rv1051c	no	no	no	no	no	no	no	no	no	no
Rv1052	no	no	no	no	no	no	no	no	no	no
Rv1053c	no	no	no	no	no	no	no	no	no	no
Rv1054	no	no	no	no	no	no	no	no	no	no
Rv1055	no	no	no	no	no	no	no	no	no	no
Rv1056	no	no	no	no	no	no	no	no	no	no
Rv1057	no	no	no	no	no	no	no	no	no	no
Rv1059	no	no	no	no	no	no	no	no	no	no
Rv1060	no	no	no	no	no	no	no	no	no	no
Rv1061	no	no	no	no	no	no	no	no	no	no
Rv1062	no	no	no	no	no	no	no	no	no	no
Rv1065	no	no	no	no	no	no	no	no	no	no
Rv1066	no	no	no	no	no	no	no	no	no	no
Rv1069c	no	no	no	no	no	no	no	no	no	no
Rv1070c	no	no	no	no	no	no	no	no	no	no
Rv1071c	no	no	no	no	no	no	no	no	no	no
Rv1072	no	no	no	no	no	no	no	no	no	no
Rv1074c	no	no	no	no	no	no	no	no	no	no
Rv1075c	no	no	no	no	no	no	no	no	no	no
Rv1076	no	no	no	no	no	no	no	no	no	no
Rv1079	no	no	no	no	no	no	no	no	no	no
Rv1081c	no	no	no	no	no	no	no	no	no	no
Rv1082	no	no	no	no	no	no	no	no	no	no
Rv1083	no	no	no	no	no	no	no	no	no	no
Rv1084	no	no	no	no	no	no	no	no	no	no
Rv1086	no	no	no	no	no	no	no	no	no	no
Rv1088a	no	no	no	no	no	no	no	no	no	no
Rv1089	no	no	no	no	no	no	no	no	no	no
Rv1089a	no	no	no	no	no	no	no	no	no	no
Rv1090	no	no	no	no	no	no	no	no	no	no
Rv1092c	no	no	no	no	no	no	no	no	no	no
Rv1093	no	no	no	no	no	no	no	no	no	no
Rv1096	no	no	no	no	no	no	no	no	no	no
Rv1097c	no	no	no	no	no	no	no	no	no	no
Rv1100	no	no	no	no	no	no	no	no	no	no
Rv1104	no	no	no	no	no	no	no	no	no	no
Rv1105	no	no	no	no	no	no	no	no	no	no
Rv1106c	no	no	no	no	no	no	no	no	no	no
Rv1110	no	no	no	no	no	no	no	no	no	no
Rv1111c	no	no	no	no	no	no	no	no	no	no
Rv1115	no	no	no	no	no	no	no	no	no	no
Rv1116	no	no	no	no	no	no	no	no	no	no
Rv1117	no	no	no	no	no	no	no	no	no	no
Rv1118c	no	no	no	no	no	no	no	no	no	no
Rv1119c	no	no	no	no	no	no	no	no	no	no
Rv1120c	no	no	no	no	no	no	no	no	no	no
Rv1122	no	no	no	no	no	no	no	no	no	no
Rv1123c	no	no	no	no	no	no	no	no	no	no
Rv1124	no	no	no	no	no	no	no	no	no	no
Rv1125	no	no	no	no	no	no	no	no	no	no
Rv1126c	no	no	no	no	no	no	no	no	no	no
Rv1127c	no	no	no	no	no	no	no	no	no	no
Rv1130	no	no	no	no	no	no	no	no	no	no
Rv1131	no	no	no	no	no	no	no	no	no	no
Rv1132	no	no	no	no	no	no	no	no	no	no
Rv1133c	no	no	no	no	no	no	no	no	no	no
Rv1134	no	no	no	no	no	no	no	no	no	no
Rv1136	no	no	no	no	no	no	no	no	no	no
Rv1137c	no	no	no	no	no	no	no	no	no	no
Rv1138a	no	no	no	no	no	no	no	no	no	no
Rv1138c	no	no	no	no	no	no	no	no	no	no
Rv1139c	no	no	no	no	no	no	no	no	no	no
Rv1140	no	no	no	no	no	no	no	no	no	no
Rv1141c	no	no	no	no	no	no	no	no	no	no
Rv1142c	no	no	no	no	no	no	no	no	no	no
Rv1144	no	no	no	no	no	no	no	no	no	no
Rv1147	no	no	no	no	no	no	no	no	no	no
Rv1149	no	no	no	no	no	no	no	no	no	no
Rv1152	no	no	no	no	no	no	no	no	no	no
Rv1153c	no	no	no	no	no	no	no	no	no	no
Rv1154c	no	no	no	no	no	no	no	no	no	no
Rv1155a	no	no	no	no	no	no	no	no	no	no
Rv1156	no	no	no	no	no	no	no	no	no	no
Rv1157c	no	no	no	no	no	no	no	no	no	no
Rv1158c	no	no	no	no	no	no	no	no	no	no
Rv1161	no	no	no	no	no	no	no	no	no	no
Rv1162	no	no	no	no	no	no	no	no	no	no
Rv1163	no	no	no	no	no	no	no	no	no	no
